"","pop","fun","family","temp","rep","date","stage","num","count","per","per_arc","fail","fail_arc","per_arc_pi","per_log"
"2334","MX","pff_tul","Tul","GC",2334,"D124",1,169,32,18.9349112426036,0.450196689932731,81.0650887573965,1.12059963686217,25.7943702839052,2.99247252848348
"2335","MX","pff_tul","Tul","GC",2335,"D124",1,178,52,29.2134831460674,0.571025325483858,70.7865168539326,0.999771001311038,32.7173411453092,3.40828828653672
"2336","MX","pff_tul","Tul","GC",2336,"D124",1,174,37,21.264367816092,0.479271680446686,78.7356321839081,1.09152464634821,27.4602445297378,3.10298754475241
"2337","MX","pff_tul","Tul","GC",2337,"D124",1,157,33,21.0191082802548,0.476268346718022,78.9808917197452,1.09452798007688,27.288166182616,3.09191063457332
"2338","MX","pff_tul","Tul","GC",2338,"D124",1,0,0,0,0,100,1.5707963267949,0,0
"2339","MX","pff_tul","Tul","GC",2339,"D124",1,150,0,0,0,100,1.5707963267949,0,0
"2340","MX","pff_tul","Tul","GC",2340,"D124",1,182,53,29.1208791208791,0.570006650832844,70.8791208791209,1.00078967596205,32.6589753871091,3.40521858978594
"2341","MX","pff_cerato","Cerato","RT",2341,"D124",1,280,101,36.0714285714286,0.644244995288047,63.9285714285714,0.926551331506849,36.9125192024307,3.61284655355063
"2342","MX","pff_cerato","Cerato","RT",2342,"D124",1,204,95,46.5686274509804,0.751057445948493,53.4313725490196,0.819738880846403,43.0324218247236,3.86217345677967
"2343","MX","pff_cerato","Cerato","RT",2343,"D124",1,213,62,29.1079812206573,0.569864694113235,70.8920187793427,1.00093163268166,32.650841866202,3.40479029343944
"2344","MX","pff_cerato","Cerato","RT",2344,"D124",1,320,113,35.3125,0.63632438188256,64.6875,0.934471944912337,36.4587014831415,3.59216203461213
"2345","MX","pff_cerato","Cerato","RT",2345,"D124",1,248,106,42.741935483871,0.712560169620657,57.258064516129,0.85823615717424,40.8266903683897,3.77830726401519
"2346","MX","pff_cerato","Cerato","RT",2346,"D124",1,109,52,47.7064220183486,0.762454332377081,52.2935779816514,0.808341994417816,43.6854153166716,3.88581089035453
"2347","MX","pff_cerato","Cerato","RT",2347,"D124",1,94,40,42.5531914893617,0.710651985054635,57.4468085106383,0.860144341740262,40.7173594462246,3.77398298395123
"2348","MX","pff_cerato","Cerato","RT",2348,"D124",1,53,19,35.8490566037736,0.641928057428431,64.1509433962264,0.928868269366465,36.7797684416807,3.60683001732456
"2349","MX","pff_cerato","Cerato","RT",2349,"D124",1,86,30,34.8837209302326,0.631832431701086,65.1162790697674,0.93896389509381,36.2013316959601,3.5802837366696
"2350","MX","pff_cerato","Cerato","RT",2350,"D124",1,65,33,50.7692307692308,0.79309077456617,49.2307692307692,0.777705552228726,45.440754153403,3.94679597218319
"2351","MX","pff_cerato","Cerato","GC",2351,"D124",1,270,46,17.037037037037,0.425481564956397,82.962962962963,1.1453147618385,24.3782979326229,2.89242725707826
"2352","MX","pff_cerato","Cerato","GC",2352,"D124",1,242,36,14.8760330578512,0.395960563462612,85.1239669421488,1.17483576333228,22.6868691400297,2.76481061717182
"2353","MX","pff_cerato","Cerato","GC",2353,"D124",1,230,57,24.7826086956522,0.521084897841191,75.2173913043478,1.04971142895371,29.8559654143059,3.24970018306858
"2354","MX","pff_cerato","Cerato","GC",2354,"D124",1,217,48,22.1198156682028,0.489650043230329,77.8801843317972,1.08114628356457,28.0548809154962,3.14069007094379
