"","pop","fun","family","temp","rep","date","stage","num","count","per","fail","prop","success","ffun","ftemp","fpop","Failure","E1","Success","PRes2","PER","PERT"
"2537","MX","pff_tul","Tul","GC",2537,"D124",2,157,88,56.05095541,43.94904459,0.560509554,0.560509554140127,"pff_tul","GC","MX",69,0.62840493788338,0.560509554140127,1.28685446023128,0.5605095541,0.560161798041954
"2539","MX","pff_tul","Tul","GC",2539,"D124",2,150,0,0,100,0,0,"pff_tul","GC","MX",150,-0.614847030848156,0,-2.83707346257134,0,0.0028735632183908
"2540","MX","pff_tul","Tul","GC",2540,"D124",2,182,97,53.2967033,46.7032967,0.532967033,0.532967032967033,"pff_tul","GC","MX",85,0.567313573194,0.532967032967033,1.08966835329649,0.532967033,0.532777567293103
"2541","MX","pff_cerato","Cerato","RT",2541,"D124",2,280,4,1.428571429,98.57142857,0.014285714,0.0142857142857143,"pff_cerato","RT","MX",276,-0.3308595099725,0.0142857142857143,-2.03782738830176,0.01428571429,0.0170771757021264
"2542","MX","pff_cerato","Cerato","RT",2542,"D124",2,204,10,4.901960784,95.09803922,0.049019608,0.0490196078431373,"pff_cerato","RT","MX",194,-0.227279661162018,0.0490196078431373,-0.83289632412667,0.04901960784,0.0516114491742529
"2543","MX","pff_cerato","Cerato","RT",2543,"D124",2,213,18,8.450704225,91.54929577,0.084507042,0.0845070422535211,"pff_cerato","RT","MX",195,-0.12145268021707,0.0845070422535211,0.301014240231493,0.08450704225,0.0868949328117816
"2544","MX","pff_cerato","Cerato","RT",2544,"D124",2,320,22,6.875,93.125,0.06875,0.06875,"pff_cerato","RT","MX",298,-0.168441712748247,0.06875,-0.217670526322636,0.06875,0.0712284482758621
"2545","MX","pff_cerato","Cerato","RT",2545,"D124",2,248,37,14.91935484,85.08064516,0.149193548,0.149193548387097,"pff_cerato","RT","MX",211,0.0714487725800439,0.149193548387097,2.43709048070034,0.1491935484,0.151209677432184
"2546","MX","pff_cerato","Cerato","RT",2546,"D124",2,109,11,10.09174312,89.90825688,0.100917431,0.100917431192661,"pff_cerato","RT","MX",98,-0.0725153042815063,0.100917431192661,0.721323690483057,0.1009174312,0.103211009181609
"2547","MX","pff_cerato","Cerato","RT",2547,"D124",2,94,10,10.63829787,89.36170213,0.106382979,0.106382978723404,"pff_cerato","RT","MX",84,-0.0562165100532817,0.106382978723404,0.841671578563667,0.1063829787,0.10864514548908
"2548","MX","pff_cerato","Cerato","RT",2548,"D124",2,53,6,11.32075472,88.67924528,0.113207547,0.113207547169811,"pff_cerato","RT","MX",47,-0.0358649830236616,0.113207547169811,0.863293169901312,0.1132075472,0.115430492331034
"2549","MX","pff_cerato","Cerato","RT",2549,"D124",2,86,15,17.44186047,82.55813953,0.174418605,0.174418604651163,"pff_cerato","RT","MX",71,0.146672343874426,0.174418604651163,2.61058473159537,0.1744186047,0.176289762144253
"2550","MX","pff_cerato","Cerato","RT",2550,"D124",2,65,7,10.76923077,89.23076923,0.107692308,0.107692307692308,"pff_cerato","RT","MX",58,-0.0523119636289671,0.107692307692308,0.788439830820593,0.1076923077,0.10994694960977
"2551","MX","pff_cerato","Cerato","GC",2551,"D124",2,270,113,41.85185185,58.14814815,0.418518519,0.418518518518519,"pff_cerato","GC","MX",157,0.130086783208743,0.418518518518519,0.211275918955491,0.4185185185,0.418986802876437
"2552","MX","pff_cerato","Cerato","GC",2552,"D124",2,242,99,40.90909091,59.09090909,0.409090909,0.409090909090909,"pff_cerato","GC","MX",143,0.110518738766457,0.409090909090909,0.141058362129569,0.4090909091,0.409613375139655
"2553","MX","pff_cerato","Cerato","GC",2553,"D124",2,230,78,33.91304348,66.08695652,0.339130435,0.339130434782609,"pff_cerato","GC","MX",152,-0.0346919516876668,0.339130434782609,-0.375474764173808,0.3391304348,0.340054972531034
"2554","MX","pff_cerato","Cerato","GC",2554,"D124",2,217,87,40.0921659,59.9078341,0.400921659,0.400921658986175,"pff_cerato","GC","MX",130,0.0935625580175018,0.400921658986175,0.0804558639837929,0.400921659,0.401491074752874
"2555","MX","pff_cerato","Cerato","GC",2555,"D124",2,120,0,0,100,0,0,"pff_cerato","GC","MX",120,-0.738594620788284,0,-2.81194177618824,0,0.0028735632183908
"2556","MX","pff_cerato","Cerato","GC",2556,"D124",2,54,30,55.55555556,44.44444444,0.555555556,0.555555555555556,"pff_cerato","GC","MX",24,0.414522287315643,0.555555555555556,1.12952006352397,0.5555555556,0.555236270797701
"2557","MX","pff_cerato","Cerato","GC",2557,"D124",2,73,33,45.20547945,54.79452055,0.452054795,0.452054794520548,"pff_cerato","GC","MX",40,0.199695027605966,0.452054794520548,0.434237609494005,0.4520547945,0.452330341658046
"2558","MX","pff_cerato","Cerato","GC",2558,"D124",2,53,27,50.94339623,49.05660377,0.509433962,0.509433962264151,"pff_cerato","GC","MX",26,0.31879182701004,0.509433962264151,0.81338650874663,0.5094339623,0.509379744125862
"2559","MX","pff_cerato","Cerato","GC",2559,"D124",2,82,47,57.31707317,42.68292683,0.573170732,0.573170731707317,"pff_cerato","GC","MX",35,0.451084530632966,0.573170731707317,1.29234794685859,0.5731707317,0.572750210253448
"2560","MX","pff_cerato","Cerato","GC",2560,"D124",2,79,51,64.55696203,35.44303797,0.64556962,0.645569620253165,"pff_cerato","GC","MX",28,0.601356419251611,0.645569620253165,1.79859750421594,0.6455696203,0.644733013286782
"2564","MX","pev_cerato","Cerato","RT",2564,"D124",2,232,71,30.60344828,69.39655172,0.306034483,0.306034482758621,"pev_cerato","RT","MX",161,0.0356590904314224,0.306034482758621,0.578811799713711,0.3060344828,0.307149227151724
"2566","MX","pev_cerato","Cerato","RT",2566,"D124",2,114,31,27.19298246,72.80701754,0.271929825,0.271929824561404,"pev_cerato","RT","MX",83,-0.0389963927502091,0.271929824561404,0.191744911441318,0.2719298246,0.273240572734483
"2567","MX","pev_cerato","Cerato","RT",2567,"D124",2,146,44,30.1369863,69.8630137,0.301369863,0.301369863013699,"pev_cerato","RT","MX",102,0.0254481848423552,0.301369863013699,0.512811113777986,0.301369863,0.302511415511494
"2568","MX","pev_cerato","Cerato","RT",2568,"D124",2,152,54,35.52631579,64.47368421,0.355263158,0.355263157894737,"pev_cerato","RT","MX",98,0.143421217951646,0.355263157894737,1.09663684453366,0.3552631579,0.356094978831609
"2569","MX","pev_cerato","Cerato","RT",2569,"D124",2,130,36,27.69230769,72.30769231,0.276923077,0.276923076923077,"pev_cerato","RT","MX",94,-0.0280661068954665,0.276923076923077,0.247210201448143,0.2769230769,0.278205128182184
"2570","MX","pev_cerato","Cerato","RT",2570,"D124",2,110,14,12.72727273,87.27272727,0.127272727,0.127272727272727,"pev_cerato","RT","MX",96,-0.355652417603253,0.127272727272727,-1.33187084908431,0.1272727273,0.129414838062644
"2571","MX","pev_cerato","Cerato","GC",2571,"D124",2,300,166,55.33333333,44.66666667,0.553333333,0.553333333333333,"pev_cerato","GC","MX",134,0.431206767764791,0.553333333333333,1.63299577980329,0.5533333333,0.55302681989023
"2573","MX","pev_cerato","Cerato","GC",2573,"D124",2,204,125,61.2745098,38.7254902,0.612745098,0.612745098039216,"pev_cerato","GC","MX",79,0.555243770044099,0.612745098039216,2.09480626026295,0.612745098,0.612097137666667
"2574","MX","pev_cerato","Cerato","GC",2574,"D124",2,236,83,35.16949153,64.83050847,0.351694915,0.351694915254237,"pev_cerato","GC","MX",153,0.0102358533448419,0.351694915254237,-0.0134711708567625,0.3516949153,0.352547243372989
"2575","MX","pev_cerato","Cerato","GC",2575,"D124",2,310,135,43.5483871,56.4516129,0.435483871,0.435483870967742,"pev_cerato","GC","MX",175,0.185166373278407,0.435483870967742,0.671167705522187,0.435483871,0.435854653350575
"2576","MX","pev_cerato","Cerato","GC",2576,"D124",2,102,14,13.7254902,86.2745098,0.137254902,0.137254901960784,"pev_cerato","GC","MX",88,-0.437461611168727,0.137254901960784,-1.68834812973258,0.137254902,0.139339643942529
"2577","MX","pev_cerato","Cerato","GC",2577,"D124",2,91,30,32.96703297,67.03296703,0.32967033,0.32967032967033,"pev_cerato","GC","MX",61,-0.0357460088008553,0.32967032967033,-0.183628037456151,0.3296703297,0.330649235851149
"2578","MX","pev_cerato","Cerato","GC",2578,"D124",2,94,22,23.40425532,76.59574468,0.234042553,0.234042553191489,"pev_cerato","GC","MX",72,-0.235393044898666,0.234042553191489,-0.92712209368523,0.2340425532,0.235571044273563
"2579","MX","pev_cerato","Cerato","GC",2579,"D124",2,218,64,29.35779817,70.64220183,0.293577982,0.293577981651376,"pev_cerato","GC","MX",154,-0.11109786333248,0.293577981651376,-0.483820049662175,0.2935779817,0.294764315138506
"2580","MX","pev_cerato","Cerato","GC",2580,"D124",2,116,19,16.37931034,83.62068966,0.163793103,0.163793103448276,"pev_cerato","GC","MX",97,-0.382056440759094,0.163793103448276,-1.49260181670186,0.1637931034,0.165725326943678
"2583","MX","Control","Control","RT",2583,"D124",2,119,5,4.201680672,95.79831933,0.042016807,0.0420168067226891,"Control","RT","MX",114,0.0170091078185458,0.0420168067226891,1.57513578139966,0.04201680672,0.0446488940377011
"2584","MX","Control","Control","RT",2584,"D124",2,87,4,4.597701149,95.40229885,0.045977011,0.0459770114942529,"Control","RT","MX",83,0.0368048001341298,0.0459770114942529,1.6314071057278,0.04597701149,0.0485863390101724
"2585","MX","Control","Control","RT",2585,"D124",2,164,1,0.609756098,99.3902439,0.006097561,0.00609756097560976,"Control","RT","MX",163,-0.16253876361056,0.00609756097560976,-1.06097541967789,0.00609756098,0.00893608074448276
"2587","MX","Control","Control","RT",2587,"D124",2,12,0,0,100,0,0,"Control","RT","MX",12,-0.193018359501656,0,-0.482742871652163,0,0.0028735632183908
"2588","MX","Control","Control","RT",2588,"D124",2,31,0,0,100,0,0,"Control","RT","MX",31,-0.193018359501656,0,-0.760026974499302,0,0.0028735632183908
"2589","MX","Control","Control","RT",2589,"D124",2,31,0,0,100,0,0,"Control","RT","MX",31,-0.193018359501656,0,-0.760026974499302,0,0.0028735632183908
"2590","MX","Control","Control","RT",2590,"D124",2,36,0,0,100,0,0,"Control","RT","MX",36,-0.193018359501656,0,-0.81469946128053,0,0.0028735632183908
"2591","MX","Control","Control","GC",2591,"D124",2,119,35,29.41176471,70.58823529,0.294117647,0.294117647058824,"Control","GC","MX",84,0.282226517192103,0.294117647058824,2.12865149153071,0.2941176471,0.295300879013218
"2592","MX","Control","Control","GC",2592,"D124",2,90,15,16.66666667,83.33333333,0.166666667,0.166666666666667,"Control","GC","MX",75,-0.0437226879654878,0.166666666666667,0.110424277340017,0.1666666667,0.168582375512069
"2595","MX","Control","Control","GC",2595,"D124",2,142,18,12.67605634,87.32394366,0.126760563,0.126760563380282,"Control","GC","MX",124,-0.145780456456155,0.126760563380282,-0.527083648622158,0.1267605634,0.128905617633333
"2596","MX","Control","Control","GC",2596,"D124",2,15,1,6.666666667,93.33333333,0.066666667,0.0666666666666667,"Control","GC","MX",14,-0.299467448996276,0.0666666666666667,-0.859159452747022,0.06666666667,0.0691570881259195
"2597","MX","Control","Control","GC",2597,"D124",2,37,4,10.81081081,89.18918919,0.108108108,0.108108108108108,"Control","GC","MX",33,-0.193483133675204,0.108108108108108,-0.638437893601668,0.1081081081,0.110360360352299
"2598","MX","Control","Control","GC",2598,"D124",2,48,3,6.25,93.75,0.0625,0.0625,"Control","GC","MX",45,-0.31012348071122,0.0625,-1.29038091265946,0.0625,0.065014367816092
"2599","MX","Control","Control","GC",2599,"D124",2,44,9,20.45454545,79.54545455,0.204545455,0.204545454545455,"Control","GC","MX",35,0.0531503273459193,0.204545454545455,0.588868079361048,0.2045454545,0.20624346912931
"2600","MX","Control","Control","GC",2600,"D124",2,23,7,30.43478261,69.56521739,0.304347826,0.304347826086957,"Control","GC","MX",16,0.308389664020826,0.304347826086957,1.56292161527087,0.3043478261,0.305472263881034
